"codgeo";"libgeo";"no_indic";"ODD1";"Cible1";"ODD2";"Cible2";"type_var";"variable";"sous_champ";"A2025";"A2024";"A2023";"A2022";"A2021";"A2020";"A2019";"A2018";"A2017";"A2016";"A2015";"A2014";"A2013";"A2012";"A2011";"A2010";"A2009";"A2008";"A2007";"A2006";"A2005";"A2004";"A2003";"A2002";"A2001";"A2000";"A1999";"A1998";"A1997";"A1996";"A1995";"A1994";"A1993";"A1992";"A1991";"A1990";"A1989";"A1988";"A1987";"A1986";"A1985";"A1984";"A1983";"A1982"
"27";"Bourgogne-Franche-Comté";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"voiture";;;;;80.17;;;;;;78.95;;;;;77.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues";;;;;3.16;;;;;;2.92;;;;;3.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues_mot";;;;;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"velo";;;;;2.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"pied";;;;;6.55;;;;;;7.32;;;;;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"sans_transp";;;;;4.54;;;;;;4.94;;;;;4.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"tec";;;;;88560;;;;;;87940;;;;;85241;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"voiture";;;;;1071312;;;;;;1046867;;;;;1052592;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues";;;;;41920;;;;;;36007;;;;;43648;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"velo";;;;;25020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues_mot";;;;;16900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"pied";;;;;77497;;;;;;84301;;;;;100197;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"sans_transp";;;;;58949;;;;;;64642;;;;;64861;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"tec";;;;;6.62;;;;;;6.66;;;;;6.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"voiture";;;;;80.05;;;;;;79.32;;;;;78.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues";;;;;3.13;;;;;;2.73;;;;;3.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues_mot";;;;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"velo";;;;;1.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"pied";;;;;5.79;;;;;;6.39;;;;;7.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"sans_transp";;;;;4.4;;;;;;4.9;;;;;4.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"tec";;;;;209312;;;;;;198151;;;;;192445;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"voiture";;;;;1836153;;;;;;1767360;;;;;1768832;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues";;;;;72080;;;;;;65024;;;;;80996;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"velo";;;;;49467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues_mot";;;;;22613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"pied";;;;;128228;;;;;;141895;;;;;164319;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"sans_transp";;;;;86441;;;;;;94207;;;;;94644;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"tec";;;;;8.97;;;;;;8.74;;;;;8.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"voiture";;;;;78.73;;;;;;77.97;;;;;76.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues";;;;;3.09;;;;;;2.87;;;;;3.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues_mot";;;;;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"velo";;;;;2.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"pied";;;;;5.5;;;;;;6.26;;;;;7.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"sans_transp";;;;;3.71;;;;;;4.16;;;;;4.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"tec";;;;;188394;;;;;;181685;;;;;182945;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"voiture";;;;;1795771;;;;;;1750256;;;;;1768364;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues";;;;;92611;;;;;;77070;;;;;83560;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"velo";;;;;74783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues_mot";;;;;17829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"pied";;;;;142105;;;;;;153249;;;;;180767;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"sans_transp";;;;;88188;;;;;;94057;;;;;93978;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"tec";;;;;8.17;;;;;;8.05;;;;;7.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"voiture";;;;;77.84;;;;;;77.57;;;;;76.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues";;;;;4.01;;;;;;3.42;;;;;3.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues_mot";;;;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"velo";;;;;3.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"pied";;;;;6.16;;;;;;6.79;;;;;7.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"sans_transp";;;;;3.82;;;;;;4.17;;;;;4.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"tec";;;;;119744;;;;;;106870;;;;;101569;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"voiture";;;;;1276739;;;;;;1205524;;;;;1178131;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues";;;;;88120;;;;;;65085;;;;;68557;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"velo";;;;;61091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues_mot";;;;;27029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"pied";;;;;74933;;;;;;74665;;;;;84704;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"sans_transp";;;;;73673;;;;;;77038;;;;;76389;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"tec";;;;;7.33;;;;;;6.99;;;;;6.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"voiture";;;;;78.17;;;;;;78.83;;;;;78.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues";;;;;5.4;;;;;;4.26;;;;;4.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues_mot";;;;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"velo";;;;;3.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"pied";;;;;4.59;;;;;;4.88;;;;;5.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"sans_transp";;;;;4.51;;;;;;5.04;;;;;5.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"tec";;;;;83421;;;;;;76455;;;;;73943;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"voiture";;;;;1117587;;;;;;1060551;;;;;1046732;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues";;;;;54032;;;;;;40444;;;;;44962;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"velo";;;;;37697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues_mot";;;;;16334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"pied";;;;;67341;;;;;;68854;;;;;80760;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"sans_transp";;;;;66030;;;;;;68126;;;;;67279;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"tec";;;;;6.01;;;;;;5.82;;;;;5.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"voiture";;;;;80.49;;;;;;80.69;;;;;79.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues";;;;;3.89;;;;;;3.08;;;;;3.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues_mot";;;;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"velo";;;;;2.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"pied";;;;;4.85;;;;;;5.24;;;;;6.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"sans_transp";;;;;4.76;;;;;;5.18;;;;;5.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"tec";;;;;141893;;;;;;123348;;;;;115671;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"voiture";;;;;1973035;;;;;;1891767;;;;;1861147;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues";;;;;115804;;;;;;87866;;;;;92329;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"velo";;;;;76733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues_mot";;;;;39071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"pied";;;;;116965;;;;;;122052;;;;;144495;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"sans_transp";;;;;118787;;;;;;116241;;;;;112069;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"tec";;;;;5.75;;;;;;5.27;;;;;4.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"voiture";;;;;79.99;;;;;;80.8;;;;;80.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues";;;;;4.7;;;;;;3.75;;;;;3.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues_mot";;;;;1.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"velo";;;;;3.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"pied";;;;;4.74;;;;;;5.21;;;;;6.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"sans_transp";;;;;4.82;;;;;;4.96;;;;;4.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"tec";;;;;162683;;;;;;147492;;;;;131571;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"voiture";;;;;1849720;;;;;;1738250;;;;;1683306;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues";;;;;116380;;;;;;89195;;;;;88376;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"velo";;;;;76596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues_mot";;;;;39784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"pied";;;;;135737;;;;;;140221;;;;;159669;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"sans_transp";;;;;110743;;;;;;105802;;;;;98922;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"tec";;;;;6.85;;;;;;6.64;;;;;6.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"voiture";;;;;77.87;;;;;;78.27;;;;;77.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues";;;;;4.9;;;;;;4.02;;;;;4.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues_mot";;;;;1.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"velo";;;;;3.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"pied";;;;;5.71;;;;;;6.31;;;;;7.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"sans_transp";;;;;4.66;;;;;;4.76;;;;;4.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"tec";;;;;381276;;;;;;352712;;;;;325238;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"voiture";;;;;2558665;;;;;;2448655;;;;;2397500;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues";;;;;163510;;;;;;115190;;;;;107011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"velo";;;;;121426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues_mot";;;;;42084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"pied";;;;;228835;;;;;;237229;;;;;261311;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"sans_transp";;;;;142367;;;;;;141843;;;;;137574;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"tec";;;;;10.97;;;;;;10.7;;;;;10.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"voiture";;;;;73.64;;;;;;74.3;;;;;74.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues";;;;;4.71;;;;;;3.5;;;;;3.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues_mot";;;;;1.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"velo";;;;;3.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"pied";;;;;6.59;;;;;;7.2;;;;;8.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"sans_transp";;;;;4.1;;;;;;4.3;;;;;4.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"tec";;;;;217886;;;;;;199020;;;;;188797;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"voiture";;;;;1455787;;;;;;1380653;;;;;1366623;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues";;;;;117561;;;;;;103347;;;;;107772;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"velo";;;;;40577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"deux_roues_mot";;;;;76984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"pied";;;;;145681;;;;;;150354;;;;;166865;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"sans_transp";;;;;79703;;;;;;75267;;;;;72397;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"tec";;;;;10.8;;;;;;10.43;;;;;9.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"voiture";;;;;72.19;;;;;;72.34;;;;;71.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues";;;;;5.83;;;;;;5.41;;;;;5.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"deux_roues_mot";;;;;3.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"velo";;;;;2.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"pied";;;;;7.22;;;;;;7.88;;;;;8.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i062";"9";"9.1";"";"";"i";"part_depl_dom_trav";"sans_transp";;;;;3.95;;;;;;3.94;;;;;3.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"94";"Corse";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"tec";;;;;3425;;;;;;3168;;;;;2766;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"94";"Corse";"i062";"9";"9.1";"";"";"c";"nb_depl_dom_trav";"voiture";;;;;116387;;;;;;104016;;;;;98171;;;;;;;;;;;;;;;;;;;;;;;;;;;;
